job_url,source,title,company,location,description,seniority,tags,raw_source_file
https://energyjobsearch.com/jobs/engineering/1310030,energyjobsearch,M&E Installation Supervisor - High Voltage ,First Recruitment Group,"Birmingham, England, United Kingdom",We are seeking a highly experienced HV M&E Installation Supervisor to lead the installation of high-voltage electrical systems on substation projects across the UK.,MID_LEVEL,ENGINEERING | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/other/1290381,energyjobsearch,Interface Coordinator,Bilfinger,"Bridgwater, England, United Kingdom","Bilfinger UK is a leading engineering and maintenance provider, supporting customers across the chemical & petrochemical, nuclear, oil & gas, pharmaceuticals & biopharma, power & energy, utilities,...",NOT_APPLICABLE,OTHER | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/other/1270230,energyjobsearch,Business Developer - Grid Access,Engie,"Bucharest, Romania","ENGIE Romania is an integrated energy provider offering sustainable solutions through the supply of natural gas, renewable electricity, technical services, and energy efficiency, actively contrib...",NOT_APPLICABLE,OTHER | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/engineering/1248717,energyjobsearch,Service Engineer (m/f/d) - Process Control Systems / Automation Technology Region: Northern Germany,ABB,"Hanover, Lower-Saxony, Germany","At ABB , we help industries run leaner and cleaner-and every person here makes that happen. You'll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and ...",NOT_APPLICABLE,ENGINEERING | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/engineering/1310005,energyjobsearch,Apprenticeship - Process Engineer - IFP School F/M,Technip Energies Abu Dhabi,"Villeurbanne, Auvergne-Rhone-Alpes, France",JOB DESCRIPTION Be part of the solution at Technip Energies and embark on a one-of-a-kind journey. You will be helping to develop cutting-edge solutions to solve real-world energy problems. A...,NOT_APPLICABLE,ENGINEERING | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/engineering/1310009,energyjobsearch,Apprenticeship - Process Engineer - IFP School F/M,Technip Energies Abu Dhabi,"Nanterre, Ile-de-France, France","JOB DESCRIPTION About us: Technip Energies is a global technology and engineering powerhouse. With leadership positions in LNG, hydrogen, ethylene, sustainable chemistry, and CO2 management,...",NOT_APPLICABLE,ENGINEERING | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/engineering/1310010,energyjobsearch,RELY - Junior Project Engineer - Internship,Technip Energies Abu Dhabi,"Fredonia, Wisconsin, United States",JOB DESCRIPTION RELY is an industrial player committed to the development of innovative solutions for energy transition and process decarbonization. Building on a strong engineering culture an...,NOT_APPLICABLE,ENGINEERING | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/other/1310023,energyjobsearch,Package Superintendent - Warm end,IOTA SA,"Ilha de Moçambique, Nampula, Mozambique",Company Description Our client is a global multi-energy company operating large-scale refining and petrochemical facilities. It transforms crude oil into fuels and essential industrial products ...,NOT_APPLICABLE,OTHER | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/engineering/1310021,energyjobsearch,Process Engineer,IOTA SA,"Cressier, Neuchatel, Switzerland","Company Description IOTA Group is an international engineering and technical assistance company supporting major industrial players in sectors such as Oil & Gas, Energy, Infrastructure, and P...",NOT_APPLICABLE,ENGINEERING | FULL_TIME,energyjobsearch_evp.csv
https://energyjobsearch.com/jobs/engineering/1310022,energyjobsearch,Lead Civil Engineer,IOTA SA,"Baku, Azerbaijan",Company Description Our client is a global multi-energy company operating large-scale refining and petrochemical facilities. It transforms crude oil into fuels and essential industrial products ...,NOT_APPLICABLE,ENGINEERING | FULL_TIME,energyjobsearch_evp.csv
